name,user,html_url,id,node_id,description,stars,forks,prs,language,api_url,created_at,updated_at,pushed_at,license
Apktool,iBotPeaches,https://github.com/iBotPeaches/Apktool,3766706,MDEwOlJlcG9zaXRvcnkzNzY2NzA2,A tool for reverse engineering Android apk files,15867,3294,377,Java,https://api.github.com/repos/iBotPeaches/Apktool,2012-03-19T17:46:53Z,2023-03-11T13:18:40Z,2023-03-07T10:52:04Z,Apache License 2.0
disruptor,LMAX-Exchange,https://github.com/LMAX-Exchange/disruptor,5901900,MDEwOlJlcG9zaXRvcnk1OTAxOTAw,High Performance Inter-Thread Messaging Library,15811,3756,157,Java,https://api.github.com/repos/LMAX-Exchange/disruptor,2012-09-21T13:42:24Z,2023-03-11T11:51:49Z,2023-02-15T18:20:01Z,Apache License 2.0
openapi-generator,OpenAPITools,https://github.com/OpenAPITools/openapi-generator,133134007,MDEwOlJlcG9zaXRvcnkxMzMxMzQwMDc=,"OpenAPI Generator allows generation of API client libraries (SDK generation), server stubs, documentation and configuration automatically given an OpenAPI Spec (v2, v3)",15543,5074,8467,Java,https://api.github.com/repos/OpenAPITools/openapi-generator,2018-05-12T09:57:56Z,2023-03-11T14:12:26Z,2023-03-11T11:14:03Z,Apache License 2.0
Android-CleanArchitecture,android10,https://github.com/android10/Android-CleanArchitecture,23112526,MDEwOlJlcG9zaXRvcnkyMzExMjUyNg==,This is a sample app that is part of a series of blog posts I have written about how to architect an android application using Uncle Bob's clean architecture approach.,15305,3366,58,Java,https://api.github.com/repos/android10/Android-CleanArchitecture,2014-08-19T14:09:26Z,2023-03-11T13:18:51Z,2021-09-09T11:43:49Z,Apache License 2.0
springboot-learning-example,JeffLi1993,https://github.com/JeffLi1993/springboot-learning-example,81057842,MDEwOlJlcG9zaXRvcnk4MTA1Nzg0Mg==,spring boot 实践学习案例，是 spring boot 初学者及核心技术巩固的最佳实践。,15305,7060,64,Java,https://api.github.com/repos/JeffLi1993/springboot-learning-example,2017-02-06T07:02:25Z,2023-03-10T19:21:56Z,2023-01-13T10:01:05Z,Apache License 2.0
jdk,openjdk,https://github.com/openjdk/jdk,149121954,MDEwOlJlcG9zaXRvcnkxNDkxMjE5NTQ=,JDK main-line development https://openjdk.org/projects/jdk,15267,4331,12962,Java,https://api.github.com/repos/openjdk/jdk,2018-09-17T12:29:20Z,2023-03-11T14:52:54Z,2023-03-11T15:08:01Z,GNU General Public License v2.0
keycloak,keycloak,https://github.com/keycloak/keycloak,11125589,MDEwOlJlcG9zaXRvcnkxMTEyNTU4OQ==,Open Source Identity and Access Management For Modern Applications and Services,15223,5204,10911,Java,https://api.github.com/repos/keycloak/keycloak,2013-07-02T13:38:51Z,2023-03-11T02:06:55Z,2023-03-11T12:06:43Z,Apache License 2.0
SpringBoot-Learning,dyc87112,https://github.com/dyc87112/SpringBoot-Learning,66179765,MDEwOlJlcG9zaXRvcnk2NjE3OTc2NQ==,《Spring Boot基础教程》，2.x版本持续连载中！点击下方链接直达教程目录！,15026,4826,37,Java,https://api.github.com/repos/dyc87112/SpringBoot-Learning,2016-08-21T03:39:06Z,2023-03-11T13:50:26Z,2022-09-15T08:08:50Z,NO LICENSE
APIJSON,Tencent,https://github.com/Tencent/APIJSON,74359442,MDEwOlJlcG9zaXRvcnk3NDM1OTQ0Mg==,🏆 零代码、全功能、强安全 ORM 库 🚀 后端接口和文档零代码，前端(客户端) 定制返回 JSON 的数据和结构。 🏆 A JSON Transmission Protocol and an ORM Library 🚀  provides APIs and Docs without writing any code.,14886,1932,116,Java,https://api.github.com/repos/Tencent/APIJSON,2016-11-21T12:03:29Z,2023-03-11T14:55:41Z,2023-03-11T11:41:47Z,Other
elasticsearch-analysis-ik,medcl,https://github.com/medcl/elasticsearch-analysis-ik,2993595,MDEwOlJlcG9zaXRvcnkyOTkzNTk1,"The IK Analysis plugin integrates Lucene IK analyzer into elasticsearch, support customized dictionary.",14857,3119,105,Java,https://api.github.com/repos/medcl/elasticsearch-analysis-ik,2011-12-16T09:01:45Z,2023-03-11T11:51:05Z,2023-02-27T02:11:53Z,Apache License 2.0
material-components-android,material-components,https://github.com/material-components/material-components-android,75643096,MDEwOlJlcG9zaXRvcnk3NTY0MzA5Ng==,Modular and customizable Material Design UI components for Android,14663,2947,529,Java,https://api.github.com/repos/material-components/material-components-android,2016-12-05T16:11:29Z,2023-03-11T14:05:26Z,2023-03-08T21:30:31Z,Apache License 2.0
presto,prestodb,https://github.com/prestodb/presto,5349565,MDEwOlJlcG9zaXRvcnk1MzQ5NTY1,The official home of the Presto distributed SQL query engine for big data,14525,4959,13829,Java,https://api.github.com/repos/prestodb/presto,2012-08-09T01:03:37Z,2023-03-11T13:55:19Z,2023-03-11T06:13:30Z,Apache License 2.0
JustAuth,justauth,https://github.com/justauth/JustAuth,168500397,MDEwOlJlcG9zaXRvcnkxNjg1MDAzOTc=,"🏆Gitee 最有价值开源项目 🚀:100: 小而全而美的第三方登录开源组件。目前已支持Github、Gitee、微博、钉钉、百度、Coding、腾讯云开发者平台、OSChina、支付宝、QQ、微信、淘宝、Google、Facebook、抖音、领英、小米、微软、今日头条、Teambition、StackOverflow、Pinterest、人人、华为、企业微信、酷家乐、Gitlab、美团、饿了么、推特、飞书、京东、阿里云、喜马拉雅、Amazon、Slack和 Line 等第三方平台的授权登录。 Login, so easy!",14492,2524,67,Java,https://api.github.com/repos/justauth/JustAuth,2019-01-31T09:42:20Z,2023-03-11T09:16:19Z,2023-02-26T09:41:42Z,MIT License
Algorithms,williamfiset,https://github.com/williamfiset/Algorithms,85371262,MDEwOlJlcG9zaXRvcnk4NTM3MTI2Mg==,A collection of algorithms and data structures,14458,3904,194,Java,https://api.github.com/repos/williamfiset/Algorithms,2017-03-18T02:50:46Z,2023-03-11T08:35:18Z,2023-02-22T18:23:59Z,MIT License
CircleImageView,hdodenhof,https://github.com/hdodenhof/CircleImageView,16005410,MDEwOlJlcG9zaXRvcnkxNjAwNTQxMA==,A circular ImageView for Android,14390,3140,57,Java,https://api.github.com/repos/hdodenhof/CircleImageView,2014-01-17T16:44:46Z,2023-03-11T08:32:12Z,2023-01-10T19:03:41Z,Apache License 2.0
VirtualXposed,android-hacker,https://github.com/android-hacker/VirtualXposed,112717963,MDEwOlJlcG9zaXRvcnkxMTI3MTc5NjM=,"A simple app to use Xposed without root, unlock the bootloader or modify system image, etc.",14197,2407,70,Java,https://api.github.com/repos/android-hacker/VirtualXposed,2017-12-01T09:00:58Z,2023-03-11T11:51:39Z,2022-09-09T02:58:50Z,GNU General Public License v3.0
mybatis-plus,baomidou,https://github.com/baomidou/mybatis-plus,65987043,MDEwOlJlcG9zaXRvcnk2NTk4NzA0Mw==,An powerful enhanced toolkit of MyBatis for simplify development,14145,3845,712,Java,https://api.github.com/repos/baomidou/mybatis-plus,2016-08-18T10:06:53Z,2023-03-11T10:19:59Z,2023-03-08T02:27:15Z,Apache License 2.0
ARouter,alibaba,https://github.com/alibaba/ARouter,76413186,MDEwOlJlcG9zaXRvcnk3NjQxMzE4Ng==,💪 A framework for assisting in the renovation of Android componentization (帮助 Android App 进行组件化改造的路由框架),14117,2538,151,Java,https://api.github.com/repos/alibaba/ARouter,2016-12-14T01:27:49Z,2023-03-10T18:45:06Z,2023-02-24T12:44:50Z,Apache License 2.0
antlr4,antlr,https://github.com/antlr/antlr4,501687,MDEwOlJlcG9zaXRvcnk1MDE2ODc=,"ANTLR (ANother Tool for Language Recognition) is a powerful parser generator for reading, processing, executing, or translating structured text or binary files.",14021,2991,1907,Java,https://api.github.com/repos/antlr/antlr4,2010-02-04T01:36:28Z,2023-03-11T14:41:13Z,2023-03-10T20:21:23Z,"BSD 3-Clause ""New"" or ""Revised"" License"
QMUI_Android,Tencent,https://github.com/Tencent/QMUI_Android,88970564,MDEwOlJlcG9zaXRvcnk4ODk3MDU2NA==,提高 Android UI 开发效率的 UI 库,13980,2634,39,Java,https://api.github.com/repos/Tencent/QMUI_Android,2017-04-21T10:03:18Z,2023-03-11T00:39:59Z,2023-03-10T09:16:08Z,Other
mockito,mockito,https://github.com/mockito/mockito,6207167,MDEwOlJlcG9zaXRvcnk2MjA3MTY3,Most popular Mocking framework for unit tests written in Java,13751,2369,1466,Java,https://api.github.com/repos/mockito/mockito,2012-10-13T20:27:12Z,2023-03-11T04:48:51Z,2023-03-09T19:24:33Z,MIT License
bytecode-viewer,Konloch,https://github.com/Konloch/bytecode-viewer,25201361,MDEwOlJlcG9zaXRvcnkyNTIwMTM2MQ==,"A Java 8+ Jar & Android APK Reverse Engineering Suite (Decompiler, Editor, Debugger & More)",13567,1086,137,Java,https://api.github.com/repos/Konloch/bytecode-viewer,2014-10-14T10:26:46Z,2023-03-11T06:30:50Z,2023-02-22T09:41:58Z,GNU General Public License v3.0
Material-Animations,lgvalle,https://github.com/lgvalle/Material-Animations,31865176,MDEwOlJlcG9zaXRvcnkzMTg2NTE3Ng==,Android Transition animations explanation with examples.,13552,2529,24,Java,https://api.github.com/repos/lgvalle/Material-Animations,2015-03-08T20:54:00Z,2023-03-09T01:23:49Z,2019-04-02T15:42:38Z,MIT License
logger,orhanobut,https://github.com/orhanobut/logger,32610336,MDEwOlJlcG9zaXRvcnkzMjYxMDMzNg==,"✔️ Simple, pretty and powerful logger for android",13536,2141,62,Java,https://api.github.com/repos/orhanobut/logger,2015-03-20T22:30:12Z,2023-03-11T06:41:50Z,2022-09-14T10:04:00Z,Apache License 2.0
BigData-Notes,heibaiying,https://github.com/heibaiying/BigData-Notes,174765647,MDEwOlJlcG9zaXRvcnkxNzQ3NjU2NDc=,大数据入门指南  :star:,13505,3856,39,Java,https://api.github.com/repos/heibaiying/BigData-Notes,2019-03-10T01:40:01Z,2023-03-11T14:42:34Z,2023-02-01T11:44:36Z,NO LICENSE
Arduino,arduino,https://github.com/arduino/Arduino,919161,MDEwOlJlcG9zaXRvcnk5MTkxNjE=,Arduino IDE 1.x,13436,7073,1494,Java,https://api.github.com/repos/arduino/Arduino,2010-09-17T19:10:36Z,2023-03-11T07:10:18Z,2022-10-29T19:36:35Z,Other
vert.x,eclipse-vertx,https://github.com/eclipse-vertx/vert.x,1911523,MDEwOlJlcG9zaXRvcnkxOTExNTIz,Vert.x is a tool-kit for building reactive applications on the JVM,13435,1985,2114,Java,https://api.github.com/repos/eclipse-vertx/vert.x,2011-06-17T14:54:55Z,2023-03-11T14:14:05Z,2023-03-10T10:24:58Z,Other
logstash,elastic,https://github.com/elastic/logstash,1090311,MDEwOlJlcG9zaXRvcnkxMDkwMzEx,"Logstash - transport and process your logs, events, or other data",13322,3402,8511,Java,https://api.github.com/repos/elastic/logstash,2010-11-18T01:31:50Z,2023-03-11T09:16:06Z,2023-03-11T00:01:15Z,Other
hadoop,apache,https://github.com/apache/hadoop,23418517,MDEwOlJlcG9zaXRvcnkyMzQxODUxNw==,Apache Hadoop,13317,8268,5460,Java,https://api.github.com/repos/apache/hadoop,2014-08-28T07:00:08Z,2023-03-11T14:25:25Z,2023-03-11T13:50:08Z,Apache License 2.0
caffeine,ben-manes,https://github.com/ben-manes/caffeine,27954927,MDEwOlJlcG9zaXRvcnkyNzk1NDkyNw==,A high performance caching library for Java,13262,1416,184,Java,https://api.github.com/repos/ben-manes/caffeine,2014-12-13T08:45:11Z,2023-03-11T10:49:22Z,2023-03-07T09:54:38Z,Apache License 2.0
Android-PickerView,Bigkoo,https://github.com/Bigkoo/Android-PickerView,28550872,MDEwOlJlcG9zaXRvcnkyODU1MDg3Mg==,"This is a picker view for android , support linkage effect, timepicker and optionspicker.（时间选择器、省市区三级联动）",13257,3424,78,Java,https://api.github.com/repos/Bigkoo/Android-PickerView,2014-12-28T01:46:38Z,2023-03-11T08:33:00Z,2022-12-30T03:36:03Z,Apache License 2.0
thingsboard,thingsboard,https://github.com/thingsboard/thingsboard,75277003,MDEwOlJlcG9zaXRvcnk3NTI3NzAwMw==,"Open-source IoT Platform - Device management, data collection, processing and visualization.",13254,4205,3356,Java,https://api.github.com/repos/thingsboard/thingsboard,2016-12-01T09:33:30Z,2023-03-11T10:47:56Z,2023-03-11T12:00:45Z,Apache License 2.0
flink-learning,zhisheng17,https://github.com/zhisheng17/flink-learning,163721192,MDEwOlJlcG9zaXRvcnkxNjM3MjExOTI=,flink learning blog. http://www.54tianzhisheng.cn/  含 Flink 入门、概念、原理、实战、性能调优、源码解析等内容。涉及 Flink Connector、Metrics、Library、DataStream API、Table API & SQL 等内容的学习案例，还有 Flink 落地应用的大型项目案例（PVUV、日志存储、百亿数据实时去重、监控告警）分享。欢迎大家支持我的专栏《大数据实时计算引擎 Flink 实战与性能优化》,13247,3671,58,Java,https://api.github.com/repos/zhisheng17/flink-learning,2019-01-01T07:38:28Z,2023-03-11T14:17:25Z,2023-02-28T12:34:27Z,Apache License 2.0
Luban,Curzibn,https://github.com/Curzibn/Luban,64054478,MDEwOlJlcG9zaXRvcnk2NDA1NDQ3OA==,Luban(鲁班)—Image compression with efficiency very close to WeChat Moments/可能是最接近微信朋友圈的图片压缩算法,13195,2218,33,Java,https://api.github.com/repos/Curzibn/Luban,2016-07-24T07:43:21Z,2023-03-10T03:39:54Z,2021-11-06T13:32:29Z,Apache License 2.0
tink,google,https://github.com/google/tink,20570214,MDEwOlJlcG9zaXRvcnkyMDU3MDIxNA==,"Tink is a multi-language, cross-platform, open source library that provides cryptographic APIs that are secure, easy to use correctly, and hard(er) to misuse.",13047,1192,223,Java,https://api.github.com/repos/google/tink,2014-06-06T16:21:09Z,2023-03-11T08:44:00Z,2023-03-08T15:29:59Z,Apache License 2.0
DataX,alibaba,https://github.com/alibaba/DataX,117965972,MDEwOlJlcG9zaXRvcnkxMTc5NjU5NzI=,DataX是阿里云DataWorks数据集成的开源版本。,13040,4679,418,Java,https://api.github.com/repos/alibaba/DataX,2018-01-18T10:09:47Z,2023-03-11T14:53:50Z,2023-03-09T07:45:37Z,Other
ip2region,lionsoul2014,https://github.com/lionsoul2014/ip2region,45363955,MDEwOlJlcG9zaXRvcnk0NTM2Mzk1NQ==,"Ip2region (2.0 - xdb) is a offline IP address manager framework and locator, support billions of data segments, ten microsecond searching performance. xdb engine implementation for many programming languages",12971,2336,98,Java,https://api.github.com/repos/lionsoul2014/ip2region,2015-11-02T00:43:13Z,2023-03-11T11:53:12Z,2023-02-05T11:06:52Z,Apache License 2.0
AndroidAutoSize,JessYanCoding,https://github.com/JessYanCoding/AndroidAutoSize,145098146,MDEwOlJlcG9zaXRvcnkxNDUwOTgxNDY=,🔥 A low-cost Android screen adaptation solution (今日头条屏幕适配方案终极版，一个极低成本的 Android 屏幕适配方案).,12878,1897,7,Java,https://api.github.com/repos/JessYanCoding/AndroidAutoSize,2018-08-17T09:04:19Z,2023-03-10T08:30:40Z,2021-12-13T11:28:32Z,Apache License 2.0
deeplearning4j,deeplearning4j,https://github.com/deeplearning4j/deeplearning4j,14734876,MDEwOlJlcG9zaXRvcnkxNDczNDg3Ng==,"Suite of tools for deploying and training deep learning models using the JVM. Highlights include model import for keras, tensorflow, and onnx/pytorch, a modular and tiny c++ library for running math code and a java based math library on top of the core c++ library. Also includes samediff: a pytorch/tensorflow like library for running deep learning using automatic differentiation.",12815,4937,4241,Java,https://api.github.com/repos/deeplearning4j/deeplearning4j,2013-11-27T02:03:28Z,2023-03-11T11:04:40Z,2023-03-11T13:16:51Z,Apache License 2.0
Grasscutter,Grasscutters,https://github.com/Grasscutters/Grasscutter,482520194,R_kgDOHMKsgg,A server software reimplementation for a certain anime game.,12704,4071,1017,Java,https://api.github.com/repos/Grasscutters/Grasscutter,2022-04-17T12:43:46Z,2023-03-11T12:50:58Z,2023-03-11T11:16:03Z,GNU Affero General Public License v3.0
pinpoint,pinpoint-apm,https://github.com/pinpoint-apm/pinpoint,25459400,MDEwOlJlcG9zaXRvcnkyNTQ1OTQwMA==,"APM, (Application Performance Management) tool for large-scale distributed systems. ",12639,3692,5941,Java,https://api.github.com/repos/pinpoint-apm/pinpoint,2014-10-20T09:27:22Z,2023-03-10T09:09:36Z,2023-03-10T09:08:49Z,Apache License 2.0
stetho,facebook,https://github.com/facebook/stetho,29703871,MDEwOlJlcG9zaXRvcnkyOTcwMzg3MQ==,"Stetho is a debug bridge for Android applications, enabling the powerful Chrome Developer Tools and much more.",12623,1159,321,Java,https://api.github.com/repos/facebook/stetho,2015-01-22T22:34:10Z,2023-03-11T08:32:55Z,2022-04-20T16:47:36Z,MIT License
jib,GoogleContainerTools,https://github.com/GoogleContainerTools/jib,118497841,MDEwOlJlcG9zaXRvcnkxMTg0OTc4NDE=,🏗 Build container images for your Java applications.,12591,1356,2449,Java,https://api.github.com/repos/GoogleContainerTools/jib,2018-01-22T18:30:43Z,2023-03-10T18:45:38Z,2023-03-10T15:19:23Z,Apache License 2.0
greenDAO,greenrobot,https://github.com/greenrobot/greenDAO,2626751,MDEwOlJlcG9zaXRvcnkyNjI2NzUx,greenDAO is a light & fast ORM solution for Android that maps objects to SQLite databases.,12561,2893,128,Java,https://api.github.com/repos/greenrobot/greenDAO,2011-10-22T16:15:14Z,2023-03-10T22:32:12Z,2021-11-04T06:43:48Z,NO LICENSE
zuul,Netflix,https://github.com/Netflix/zuul,8759133,MDEwOlJlcG9zaXRvcnk4NzU5MTMz,"Zuul is a gateway service that provides dynamic routing, monitoring, resiliency, security, and more.",12479,2278,950,Java,https://api.github.com/repos/Netflix/zuul,2013-03-13T18:53:57Z,2023-03-11T05:08:13Z,2023-03-11T00:59:32Z,Apache License 2.0
druid,apache,https://github.com/apache/druid,6358188,MDEwOlJlcG9zaXRvcnk2MzU4MTg4,Apache Druid: a high performance real-time analytics database.,12457,3471,9282,Java,https://api.github.com/repos/apache/druid,2012-10-23T19:08:07Z,2023-03-11T10:05:56Z,2023-03-11T04:19:32Z,Apache License 2.0
spring-analysis,seaswalker,https://github.com/seaswalker/spring-analysis,67778031,MDEwOlJlcG9zaXRvcnk2Nzc3ODAzMQ==,Spring源码阅读,12390,4002,22,Java,https://api.github.com/repos/seaswalker/spring-analysis,2016-09-09T07:46:32Z,2023-03-11T10:01:57Z,2022-12-16T09:43:52Z,NO LICENSE
pulsar,apache,https://github.com/apache/pulsar,62117812,MDEwOlJlcG9zaXRvcnk2MjExNzgxMg==,Apache Pulsar - distributed pub-sub messaging system,12388,3228,13425,Java,https://api.github.com/repos/apache/pulsar,2016-06-28T07:00:03Z,2023-03-11T09:49:52Z,2023-03-11T14:59:29Z,Apache License 2.0
Matisse,zhihu,https://github.com/zhihu/Matisse,88111990,MDEwOlJlcG9zaXRvcnk4ODExMTk5MA==,:fireworks: A well-designed local image and video selector for Android,12379,2070,171,Java,https://api.github.com/repos/zhihu/Matisse,2017-04-13T01:31:05Z,2023-03-08T22:24:30Z,2022-10-07T15:04:00Z,Apache License 2.0
banner,youth5201314,https://github.com/youth5201314/banner,56829582,MDEwOlJlcG9zaXRvcnk1NjgyOTU4Mg==,🔥🔥🔥Banner 2.0 来了！Android广告图片轮播控件，内部基于ViewPager2实现，Indicator和UI都可以自定义。,12317,2399,32,Java,https://api.github.com/repos/youth5201314/banner,2016-04-22T05:50:25Z,2023-03-10T13:17:10Z,2022-11-20T10:52:25Z,Apache License 2.0
AndroidSwipeLayout,daimajia,https://github.com/daimajia/AndroidSwipeLayout,23301468,MDEwOlJlcG9zaXRvcnkyMzMwMTQ2OA==,The Most Powerful Swipe Layout!,12276,2698,65,Java,https://api.github.com/repos/daimajia/AndroidSwipeLayout,2014-08-25T04:09:33Z,2023-03-11T08:53:53Z,2021-08-05T11:51:50Z,MIT License
jd-gui,java-decompiler,https://github.com/java-decompiler/jd-gui,32844456,MDEwOlJlcG9zaXRvcnkzMjg0NDQ1Ng==,A standalone Java Decompiler GUI,12268,2215,57,Java,https://api.github.com/repos/java-decompiler/jd-gui,2015-03-25T05:28:41Z,2023-03-11T09:54:31Z,2023-02-21T09:24:20Z,GNU General Public License v3.0
PictureSelector,LuckSiege,https://github.com/LuckSiege/PictureSelector,77993578,MDEwOlJlcG9zaXRvcnk3Nzk5MzU3OA==,Picture Selector Library for Android or 图片选择器,12264,2839,53,Java,https://api.github.com/repos/LuckSiege/PictureSelector,2017-01-04T07:47:39Z,2023-03-10T07:57:39Z,2023-02-27T01:20:14Z,Apache License 2.0
AndroidViewAnimations,daimajia,https://github.com/daimajia/AndroidViewAnimations,21113349,MDEwOlJlcG9zaXRvcnkyMTExMzM0OQ==,Cute view animation collection.,12244,2438,35,Java,https://api.github.com/repos/daimajia/AndroidViewAnimations,2014-06-23T03:53:13Z,2023-03-07T15:15:24Z,2021-08-18T23:15:07Z,MIT License
piggymetrics,sqshq,https://github.com/sqshq/piggymetrics,33082868,MDEwOlJlcG9zaXRvcnkzMzA4Mjg2OA==,"Microservice Architecture with Spring Boot, Spring Cloud and Docker",12199,5818,44,Java,https://api.github.com/repos/sqshq/piggymetrics,2015-03-29T17:56:31Z,2023-03-11T11:28:23Z,2022-03-01T09:20:15Z,MIT License
lombok,projectlombok,https://github.com/projectlombok/lombok,221862,MDEwOlJlcG9zaXRvcnkyMjE4NjI=,Very spicy additions to the Java programming language.,11818,2210,453,Java,https://api.github.com/repos/projectlombok/lombok,2009-06-08T19:46:41Z,2023-03-11T08:55:36Z,2023-02-24T07:14:14Z,Other
mall-learning,macrozheng,https://github.com/macrozheng/mall-learning,181012406,MDEwOlJlcG9zaXRvcnkxODEwMTI0MDY=,mall学习教程，架构、业务、技术要点全方位解析。mall项目（50k+star）是一套电商系统，使用现阶段主流技术实现。涵盖了SpringBoot 2.3.0、MyBatis 3.4.6、Elasticsearch 7.6.2、RabbitMQ 3.7.15、Redis 5.0、MongoDB 4.2.5、Mysql5.7等技术，采用Docker容器化部署。,11814,8148,42,Java,https://api.github.com/repos/macrozheng/mall-learning,2019-04-12T13:20:31Z,2023-03-10T12:39:08Z,2023-02-28T02:40:08Z,Apache License 2.0
guice,google,https://github.com/google/guice,20275545,MDEwOlJlcG9zaXRvcnkyMDI3NTU0NQ==,"Guice (pronounced 'juice') is a lightweight dependency injection framework for Java 8 and above, brought to you by Google.",11810,1629,513,Java,https://api.github.com/repos/google/guice,2014-05-28T23:18:53Z,2023-03-11T14:59:53Z,2023-02-07T16:58:00Z,Apache License 2.0
Sa-Token,dromara,https://github.com/dromara/Sa-Token,237940592,MDEwOlJlcG9zaXRvcnkyMzc5NDA1OTI=,这可能是史上功能最全的Java权限认证框架！目前已集成——登录认证、权限认证、分布式Session会话、微服务网关鉴权、单点登录、OAuth2.0、踢人下线、Redis集成、前后台分离、记住我模式、模拟他人账号、临时身份切换、账号封禁、多账号认证体系、注解式鉴权、路由拦截式鉴权、花式token生成、自动续签、同端互斥登录、会话治理、密码加密、jwt集成、Spring集成、WebFlux集成...,11770,2090,65,Java,https://api.github.com/repos/dromara/Sa-Token,2020-02-03T10:34:29Z,2023-03-11T14:03:25Z,2023-03-08T17:28:16Z,Apache License 2.0
eureka,Netflix,https://github.com/Netflix/eureka,5198041,MDEwOlJlcG9zaXRvcnk1MTk4MDQx,AWS Service registry for resilient mid-tier load balancing and failover.,11730,3674,844,Java,https://api.github.com/repos/Netflix/eureka,2012-07-26T22:23:07Z,2023-03-11T05:32:20Z,2023-03-10T11:09:04Z,Apache License 2.0
VasSonic,Tencent,https://github.com/Tencent/VasSonic,98978879,MDEwOlJlcG9zaXRvcnk5ODk3ODg3OQ==,"VasSonic is a lightweight and high-performance Hybrid framework developed by tencent VAS team, which is intended to speed up the first screen of websites working on Android and iOS platform. ",11632,1613,115,Java,https://api.github.com/repos/Tencent/VasSonic,2017-08-01T08:35:13Z,2023-03-10T03:40:47Z,2020-01-04T11:55:57Z,Other
Mybatis-PageHelper,pagehelper,https://github.com/pagehelper/Mybatis-PageHelper,20651672,MDEwOlJlcG9zaXRvcnkyMDY1MTY3Mg==,Mybatis通用分页插件,11578,3103,60,Java,https://api.github.com/repos/pagehelper/Mybatis-PageHelper,2014-06-09T15:32:30Z,2023-03-11T09:31:34Z,2023-01-19T00:34:34Z,MIT License
spring-boot-admin,codecentric,https://github.com/codecentric/spring-boot-admin,22254856,MDEwOlJlcG9zaXRvcnkyMjI1NDg1Ng==,Admin UI for administration of spring boot applications,11561,2995,792,Java,https://api.github.com/repos/codecentric/spring-boot-admin,2014-07-25T11:39:13Z,2023-03-11T13:47:58Z,2023-03-10T12:09:14Z,Apache License 2.0
source-code-hunter,doocs,https://github.com/doocs/source-code-hunter,217943361,MDEwOlJlcG9zaXRvcnkyMTc5NDMzNjE=,😱 从源码层面，剖析挖掘互联网行业主流技术的底层实现原理，为广大开发者 “提升技术深度” 提供便利。目前开放 Spring 全家桶，Mybatis、Netty、Dubbo 框架，及 Redis、Tomcat 中间件等,11492,2236,113,Java,https://api.github.com/repos/doocs/source-code-hunter,2019-10-28T01:35:10Z,2023-03-10T16:50:27Z,2022-11-03T08:44:46Z,Creative Commons Attribution Share Alike 4.0 International
quarkus,quarkusio,https://github.com/quarkusio/quarkus,139914932,MDEwOlJlcG9zaXRvcnkxMzk5MTQ5MzI=,Quarkus: Supersonic Subatomic Java. ,11471,2144,17671,Java,https://api.github.com/repos/quarkusio/quarkus,2018-07-06T00:44:20Z,2023-03-11T14:21:51Z,2023-03-11T14:51:02Z,Apache License 2.0
uCrop,Yalantis,https://github.com/Yalantis/uCrop,49068243,MDEwOlJlcG9zaXRvcnk0OTA2ODI0Mw==,Image Cropping Library for Android,11451,2105,200,Java,https://api.github.com/repos/Yalantis/uCrop,2016-01-05T13:41:06Z,2023-03-11T08:32:14Z,2023-01-23T14:51:06Z,NO LICENSE
realm-java,realm,https://github.com/realm/realm-java,4084908,MDEwOlJlcG9zaXRvcnk0MDg0OTA4,Realm is a mobile database: a replacement for SQLite & ORMs,11363,1783,3196,Java,https://api.github.com/repos/realm/realm-java,2012-04-20T09:18:42Z,2023-03-11T08:55:24Z,2023-03-07T09:56:09Z,Apache License 2.0
neo4j,neo4j,https://github.com/neo4j/neo4j,6650539,MDEwOlJlcG9zaXRvcnk2NjUwNTM5,Graphs for Everyone,11168,2242,9736,Java,https://api.github.com/repos/neo4j/neo4j,2012-11-12T08:46:15Z,2023-03-11T06:18:25Z,2023-02-20T12:01:42Z,Other
androidannotations,androidannotations,https://github.com/androidannotations/androidannotations,3116751,MDEwOlJlcG9zaXRvcnkzMTE2NzUx,Fast Android Development. Easy maintainance.,11133,2408,634,Java,https://api.github.com/repos/androidannotations/androidannotations,2012-01-06T08:48:03Z,2023-03-09T07:14:13Z,2022-05-31T13:16:38Z,Other
SlidingMenu,jfeinstein10,https://github.com/jfeinstein10/SlidingMenu,4839957,MDEwOlJlcG9zaXRvcnk0ODM5OTU3,An Android library that allows you to easily create applications with slide-in menus. You may use it in your Android apps provided that you cite this project and include the license in your app. Thanks!,11132,5127,130,Java,https://api.github.com/repos/jfeinstein10/SlidingMenu,2012-06-30T05:14:23Z,2023-03-10T10:27:00Z,2021-09-19T14:04:18Z,Apache License 2.0
zookeeper,apache,https://github.com/apache/zookeeper,160999,MDEwOlJlcG9zaXRvcnkxNjA5OTk=,Apache ZooKeeper,11121,6925,1984,Java,https://api.github.com/repos/apache/zookeeper,2009-03-27T15:41:56Z,2023-03-11T12:01:03Z,2023-03-09T21:46:25Z,Apache License 2.0
PermissionsDispatcher,permissions-dispatcher,https://github.com/permissions-dispatcher/PermissionsDispatcher,40786751,MDEwOlJlcG9zaXRvcnk0MDc4Njc1MQ==,A declarative API to handle Android runtime permissions.,11100,1438,301,Java,https://api.github.com/repos/permissions-dispatcher/PermissionsDispatcher,2015-08-15T21:41:05Z,2023-03-10T10:58:00Z,2022-09-24T00:46:05Z,Apache License 2.0
